#Organism/Name,TaxID,BioProject Accession,BioProject ID,Group,SubGroup,Size (Mb),GC%,Assembly Accession,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Status,Center,BioSample Accession
Coccidioides posadasii str. Silveira,443226,PRJNA17787,17787,Fungi,Ascomycetes,27.5832,46.6,GCA_000170175.2,-,ABAI02,54,10379,10228,31/05/2007,13/07/2015,Scaffold,Coccidioides Genome Resources Consortium; The Broad Institute Genome Sequencing Platform,SAMN02953684
Saccharomyces kudriavzevii FM1076,1163643,PRJNA42347,42347,Fungi,Ascomycetes,10.0321,41.8,GCA_000256885.1,-,AJHZ01,1778,-,-,23/03/2012,20/04/2012,Scaffold,University of Colorado Denver Health Sciences Center,SAMN00829190
Magnaporthe oryzae,318829,PRJNA245782,245782,Fungi,Ascomycetes,35.8181,51.5,GCA_000734105.1,-,JMKC01,7899,-,-,28/07/2014,28/07/2014,Contig,Seoul National University,SAMN02739929
Cryptococcus neoformans var. grubii MW-RSA1955,1230066,PRJNA174549,174549,Fungi,Basidiomycetes,18.5123,48.2,GCA_002222455.1,-,AMKZ01,487,6940,6940,20/07/2017,20/07/2017,Contig,Broad Institute,SAMN01162755
Saccharomyces cerevisiae YJM193,1294304,PRJNA189848,189848,Fungi,Ascomycetes,13.0078,38.71,GCA_000975765.2,chromosome I:CP004411.2; chromosome II:CP004615.2; chromosome III:CP006332.2; chromosome IV:CP004661.2; chromosome V:CP004755.2; chromosome VI:CP004891.2; chromosome VII:CP005195.2; chromosome VIII:CP006120.2; chromosome IX:CP004983.2; chromosome X:CP005115.2; chromosome XI:CP005292.1; chromosome XII:CP006436.1; chromosome XIII:CP005393.2; chromosome XIV:CP005495.2; chromosome XV:CP005589.2; chromosome XVI:CP006212.2; plasmid 2 micron:CP004503.1; mitochondrion MT:CP006475.1,-,18,7496,5410,23/02/2015,09/04/2015,Chromosome,Duke University,SAMN01923114
Aspergillus fumigatus,746128,PRJNA319359,319359,Fungi,Ascomycetes,28.2404,49.4,GCA_001643655.1,-,LWRU01,208,-,-,13/05/2016,13/05/2016,Scaffold,"Jet Propulsion Laboratory, California Institute of Technology",SAMN04886347
Candida albicans CHN1,1182532,PRJNA165023,165023,Fungi,Ascomycetes,14.7275,33.6,GCA_000447555.1,-,AVAW01,84,-,-,15/08/2013,04/08/2014,Scaffold,Broad Institute,SAMN00974105
Candida albicans A20,1182533,PRJNA165025,165025,Fungi,Ascomycetes,14.553,33.6,GCA_000447575.1,-,AVAX01,71,-,-,15/08/2013,04/08/2014,Scaffold,Broad Institute,SAMN00974106
Aspergillus fumigatus,746128,PRJNA319359,319359,Fungi,Ascomycetes,28.526,49.4,GCA_001643665.1,-,LWRT01,301,-,-,13/05/2016,13/05/2016,Scaffold,"Jet Propulsion Laboratory, California Institute of Technology",SAMN04886346
Saccharomyces cerevisiae YJM248,1294307,PRJNA189851,189851,Fungi,Ascomycetes,12.1126,38.3216,GCA_000975795.2,chromosome I:CP004414.2; chromosome II:CP004618.2; chromosome III:CP006335.2; chromosome IV:CP004664.2; chromosome V:CP004758.2; chromosome VI:CP004894.2; chromosome VII:CP005198.2; chromosome VIII:CP006123.1; chromosome IX:CP004986.2; chromosome X:CP005118.2; chromosome XI:CP005295.2; chromosome XII:CP006439.1; chromosome XIII:CP005396.1; chromosome XIV:CP005498.2; chromosome XV:CP005592.2; chromosome XVI:CP006215.2; plasmid 2 micron:CP004505.1; mitochondrion MT:CP006478.1,-,18,6357,5390,23/02/2015,09/04/2015,Chromosome,Duke University,SAMN01923117
Cryptococcus neoformans var. grubii Bt1,1230073,PRJNA174556,174556,Fungi,Basidiomycetes,18.5023,47.8,GCA_002215705.1,-,AMKS01,52,6907,6907,27/06/2017,07/07/2017,Scaffold,Broad Institute,SAMN01162762
Magnaporthe oryzae,318829,PRJNA245782,245782,Fungi,Ascomycetes,36.2603,51.4,GCA_000734155.1,-,JMKA01,8416,-,-,28/07/2014,28/07/2014,Contig,Seoul National University,SAMN02739933
Saccharomyces kudriavzevii FM1075,1163642,PRJNA42347,42347,Fungi,Ascomycetes,9.54964,42.7,GCA_000256905.1,-,AJHY01,1735,-,-,23/03/2012,20/04/2012,Scaffold,University of Colorado Denver Health Sciences Center,SAMN00829189
[Candida] glabrata,5478,PRJNA297263,297263,Fungi,Ascomycetes,14.5592,38.6,GCA_001466635.1,-,LLZZ01,196,5985,5985,15/12/2015,09/02/2016,Scaffold,"Oslo University Hospital, Rikshopitalet",SAMN04121075
Komagataella pastoris,4922,PRJEB12220,311185,Fungi,Ascomycetes,9.37573,41.1,GCA_900016395.1,-,FBTE01,159,-,-,06/02/2016,06/02/2016,Contig,CEBITEC,SAMEA3719026
Saccharomyces pastorianus Weihenstephan 34/70,520522,PRJNA29791,29791,Fungi,Ascomycetes,22.3821,39.1,GCA_000182115.1,-,ABPO01,3566,-,-,11/03/2009,06/08/2014,Scaffold,SUNTORY LIMITED (Japan),SAMN02953726
Aspergillus flavus,5059,PRJNA294190,294190,Fungi,Ascomycetes,35.7845,-,GCA_001695535.1,-,LOAQ01,6423,-,-,27/07/2016,27/07/2016,Contig,USDA,SAMN04017836
Aspergillus niger,5061,PRJNA355122,355122,Fungi,Ascomycetes,36.079,49.5,GCA_001931795.1,-,MSJD01,223,-,-,04/01/2017,04/01/2017,Scaffold,"Jet Propulsion Laboratory, California Institute of Technology",SAMN06076678
Aspergillus oryzae,5062,PRJNA407216,407216,Fungi,Ascomycetes,41.1661,47.6,GCA_002894705.1,-,NVQI01,715,-,-,22/01/2018,22/01/2018,Scaffold,Pacific Northwest National Lab,SAMN07638907
Fusarium oxysporum Fo47,660027,PRJNA67069,67069,Fungi,Ascomycetes,49.6646,47.7,GCA_000271705.2,-,AFMM01,124,18553,24818,22/06/2012,11/08/2014,Scaffold,Broad Institute,SAMN02981332
Trichophyton rubrum,5551,PRJNA253358,253358,Fungi,Ascomycetes,22.521,48.1,GCA_000812105.1,-,JPGR01,380,8253,8264,31/12/2014,02/07/2015,Contig,"CSIR-Institute of Genomics and Integrative Biology, New Delhi",SAMN02870199
Puccinia triticina Race 77,1435980,PRJNA277090,277090,Fungi,Basidiomycetes,93.6657,46.7,GCA_001707295.1,-,LADE01,49962,-,-,18/08/2016,18/08/2016,Contig,National Research Centre on Plant Biotechnology,SAMN03384296
Puccinia striiformis f. sp. tritici PST-78,1165861,PRJNA41279,41279,Fungi,Basidiomycetes,117.391,36.3,GCA_001191645.1,-,AJIL01,9716,48,20,31/07/2015,03/08/2015,Scaffold,Broad Institute,SAMN03897338
Microbotryum violaceum,5272,PRJEB12080,358699,Fungi,Basidiomycetes,27.8765,55.6,GCA_900015455.1,-,FBRJ01,61,-,-,23/12/2016,23/12/2016,Contig,INRA-LIPM,SAMEA3706523
Dothistroma septosporum,64363,PRJNA381823,381823,Fungi,Ascomycetes,31.8985,52.3,GCA_002236645.1,-,NBZL01,518,-,-,28/07/2017,28/07/2017,Contig,Massey University,SAMN06689745
Fusarium fujikuroi,5127,PRJEB14872,412609,Fungi,Ascomycetes,45.3425,46.9,GCA_900096625.1,-,FMJX01,240,16056,15725,03/10/2017,03/10/2017,Scaffold,Technische Universitat Munchen - WZW,SAMEA4440734
Rhodotorula toruloides,5286,PRJDB3687,313848,Fungi,Basidiomycetes,20.3898,61.8,GCA_001600135.1,-,BCIZ01,78,-,-,01/03/2016,01/03/2016,Scaffold,"RIKEN Center for Life Science Technologies, Division of Genomic Technologies",SAMD00028407
Microbotryum lychnidis-dioicae,288795,PRJEB11006,328110,Fungi,Basidiomycetes,30.5229,55.3,GCA_900010545.1,-,CZCO01,6369,-,-,08/07/2016,08/07/2016,Scaffold,INRA-LIPM,SAMEA3575826
Rhizophagus irregularis,588596,PRJNA299206,299206,Fungi,Other Fungi,138.327,26,GCA_001593145.1,-,LLXI01,11269,26470,26373,16/03/2016,27/12/2017,Scaffold,University of Ottawa,SAMN04195388
Rhizophagus irregularis,588596,PRJNA299212,299212,Fungi,Other Fungi,122.873,26.1,GCA_001593155.1,-,LLXL01,10735,26711,26618,16/03/2016,13/12/2017,Scaffold,University of Ottawa,SAMN04195450
Microbotryum lychnidis-dioicae,288795,PRJEB11006,328110,Fungi,Basidiomycetes,28.1242,-,GCA_900010705.1,-,CZCK01,5029,-,-,08/07/2016,08/07/2016,Scaffold,INRA-LIPM,SAMEA3578180
Rhodotorula toruloides,5286,PRJDB3688,313849,Fungi,Basidiomycetes,20.2703,61.9,GCA_001600155.1,-,BCJA01,53,-,-,01/03/2016,01/03/2016,Scaffold,"RIKEN Center for Life Science Technologies, Division of Genomic Technologies",SAMD00028408
Fusarium fujikuroi,5127,PRJEB14872,412609,Fungi,Ascomycetes,44.9756,47.5,GCA_900096635.1,-,FMJW01,28,16244,15904,03/10/2017,03/10/2017,Scaffold,Technische Universitat Munchen - WZW,SAMEA4440733
Dothistroma septosporum,64363,PRJNA381823,381823,Fungi,Ascomycetes,30.2212,53.1,GCA_002236655.1,-,NBZK01,255,-,-,28/07/2017,28/07/2017,Contig,Massey University,SAMN06689744
Microbotryum violaceum,5272,PRJEB12080,358699,Fungi,Basidiomycetes,40.8922,55.4,GCA_900015495.1,-,FBRY01,225,-,-,23/12/2016,23/12/2016,Contig,INRA-LIPM,SAMEA3706526
Puccinia striiformis f. sp. tritici,168172,PRJNA344021,344021,Fungi,Basidiomycetes,75.5778,43.5,GCA_001936605.2,-,MKXH02,996,-,-,05/01/2017,14/03/2017,Scaffold,"ICAR-Indian Agricultural Research Institute, New Delhi",SAMN05818219
Puccinia triticina Race 77,1435980,PRJNA277090,277090,Fungi,Basidiomycetes,95.1131,46.7,GCA_001707345.1,-,LACZ01,50016,-,-,17/08/2016,17/08/2016,Contig,National Research Centre on Plant Biotechnology,SAMN03384291
Trichophyton rubrum,5551,PRJNA291785,291785,Fungi,Ascomycetes,22.302,48.3,GCA_001651445.1,-,LHPM01,19,7051,7051,19/05/2016,19/05/2016,Scaffold,Chinese Academy of Medical Science & Peking Union Medical College,SAMN03952791
Fusarium oxysporum FOSC 3-a,909455,PRJNA67067,67067,Fungi,Ascomycetes,47.9063,47.6,GCA_000271745.2,-,AFML01,168,17642,23735,22/06/2012,11/08/2014,Scaffold,Broad Institute,SAMN02981331
Aspergillus flavus,5059,PRJNA392567,392567,Fungi,Ascomycetes,40.2729,47,GCA_002217615.1,-,NKQP01,2367,-,-,13/07/2017,13/07/2017,Contig,"Junagadh Agricultural University, Junagadh",SAMN07303072
Saccharomyces pastorianus,27292,PRJNA304272,304272,Fungi,Ascomycetes,28.0787,39.7,GCA_001483335.1,-,LOQJ01,8919,-,-,30/12/2015,30/12/2015,Scaffold,Carlsberg Breweries A/S,SAMN04297180
Komagataella pastoris,4922,PRJEB12220,311185,Fungi,Ascomycetes,9.35967,41.1,GCA_900016405.1,-,FBTN01,164,-,-,06/02/2016,06/02/2016,Contig,CEBITEC,SAMEA3719047
[Candida] glabrata,5478,PRJNA297263,297263,Fungi,Ascomycetes,12.8205,38.6,GCA_001466685.1,-,LMAY01,189,5318,5317,15/12/2015,10/02/2016,Scaffold,"Oslo University Hospital, Rikshopitalet",SAMN04121077
Saccharomyces kudriavzevii FM1074,1163640,PRJNA42347,42347,Fungi,Ascomycetes,9.64686,41.4,GCA_000256925.1,-,AJHX01,1739,-,-,23/03/2012,20/04/2012,Scaffold,University of Colorado Denver Health Sciences Center,SAMN00829187
Magnaporthe oryzae,318829,PRJNA245782,245782,Fungi,Ascomycetes,36.037,51.4,GCA_000734165.1,-,JMJY01,8275,-,-,28/07/2014,28/07/2014,Contig,Seoul National University,SAMN02739935
Cryptococcus neoformans var. grubii,178876,PRJNA312860,312860,Fungi,Basidiomycetes,18.4362,48.1,GCA_002215745.1,-,NKHX01,841,7040,7040,07/07/2017,07/07/2017,Scaffold,Broad Institute,SAMN04508123
Saccharomyces cerevisiae YJM270,1294308,PRJNA189852,189852,Fungi,Ascomycetes,12.3653,38.4897,GCA_000975825.2,chromosome I:CP004415.2; chromosome II:CP004619.1; chromosome III:CP006336.2; chromosome IV:CP004665.2; chromosome V:CP004759.1; chromosome VI:CP004895.2; chromosome VII:CP005199.1; chromosome VIII:CP006124.2; chromosome IX:CP004987.2; chromosome X:CP005119.1; chromosome XI:CP005296.2; chromosome XII:CP006440.1; chromosome XIII:CP005397.2; chromosome XIV:CP005499.2; chromosome XV:CP005593.1; chromosome XVI:CP006216.2; mitochondrion MT:CP006479.1,-,17,6843,5427,23/02/2015,09/04/2015,Chromosome,Duke University,SAMN01923118
Aspergillus fumigatus,746128,PRJNA298653,298653,Fungi,Ascomycetes,27.5225,50,GCA_001715275.2,-,MCQI02,228,-,-,29/08/2016,25/10/2016,Scaffold,"Universidad Nacional Agraria La Molina, Peru",SAMN04219459
Candida albicans 3153A,1182531,PRJNA165021,165021,Fungi,Ascomycetes,14.89,33.7,GCA_000447595.1,-,AVAY01,100,-,-,15/08/2013,04/08/2014,Scaffold,Broad Institute,SAMN00974104
Candida albicans A155,1182538,PRJNA165035,165035,Fungi,Ascomycetes,14.4651,33.5,GCA_000447615.1,-,AVAZ01,84,-,-,15/08/2013,04/08/2014,Scaffold,Broad Institute,SAMN00974111
Saccharomyces cerevisiae YJM271,1294309,PRJNA189853,189853,Fungi,Ascomycetes,13.421,38.9024,GCA_000975855.3,chromosome I:CP004416.2; chromosome II:CP004620.2; chromosome III:CP006337.1; chromosome IV:CP004666.2; chromosome V:CP004760.2; chromosome VI:CP004896.2; chromosome VII:CP005200.2; chromosome VIII:CP006125.2; chromosome IX:CP004988.2; chromosome X:CP005120.2; chromosome XI:CP005297.2; chromosome XII:CP006441.1; chromosome XIII:CP005398.2; chromosome XIV:CP005500.2; chromosome XV:CP005594.2; chromosome XVI:CP006217.2; plasmid 2 micron:CP004506.1; mitochondrion MT:CP006480.1,-,18,8053,5367,23/02/2015,09/04/2015,Chromosome,Duke University,SAMN01923119
Cryptococcus neoformans var. grubii,178876,PRJNA312859,312859,Fungi,Basidiomycetes,18.3689,48.1,GCA_002215755.1,-,NKHW01,669,7037,7037,07/07/2017,07/07/2017,Scaffold,Broad Institute,SAMN04508122
Magnaporthe oryzae,318829,PRJNA245782,245782,Fungi,Ascomycetes,36.2113,51.4,GCA_000734185.1,-,JMJX01,8248,-,-,28/07/2014,28/07/2014,Contig,Seoul National University,SAMN02739936
Saccharomyces kudriavzevii FM1094,1165458,PRJNA42347,42347,Fungi,Ascomycetes,8.57223,43.9,GCA_000256965.1,-,AJID01,1605,-,-,23/03/2012,20/04/2012,Scaffold,University of Colorado Denver Health Sciences Center,SAMN00829605
[Candida] glabrata,5478,PRJNA384935,384935,Fungi,Ascomycetes,12.2486,38,GCA_002259835.1,-,NETP01,47,-,-,18/08/2017,18/08/2017,Scaffold,University of Maryland School of Medicine,SAMN06854472
Komagataella pastoris,4922,PRJEB12220,311185,Fungi,Ascomycetes,9.35764,41.1,GCA_900016415.1,-,FBSZ01,151,-,-,06/02/2016,06/02/2016,Contig,CEBITEC,SAMEA3719046
Saccharomyces pastorianus,27292,PRJNA304273,304273,Fungi,Ascomycetes,32.3255,43.9,GCA_001483345.1,-,LOQK01,9492,-,-,30/12/2015,30/12/2015,Scaffold,Carlsberg Breweries A/S,SAMN04297181
Aspergillus flavus,5059,PRJNA392584,392584,Fungi,Ascomycetes,37.5417,47.2,GCA_002217635.1,-,NKQQ01,398,-,-,13/07/2017,13/07/2017,Contig,"Junagadh Agricultural University, Junagadh",SAMN07303087
Fusarium oxysporum f. sp. cubense race 1,1229664,PRJNA174274,174274,Fungi,Ascomycetes,47.6574,48,GCA_000350345.1,-,AMGP01,1341,15623,15438,02/04/2013,11/08/2014,Scaffold,BGI,SAMN02981460
Puccinia triticina Race 77,1435980,PRJNA277090,277090,Fungi,Basidiomycetes,93.541,46.7,GCA_001707355.1,-,LADF01,50331,-,-,18/08/2016,18/08/2016,Contig,National Research Centre on Plant Biotechnology,SAMN03384297
Microbotryum violaceum,5272,PRJEB12080,358699,Fungi,Basidiomycetes,25.8066,56.1,GCA_900015505.1,-,FBUG01,42,-,-,23/12/2016,23/12/2016,Contig,INRA-LIPM,SAMEA3706528
Dothistroma septosporum,64363,PRJNA381823,381823,Fungi,Ascomycetes,35.9969,52,GCA_002236675.1,-,NBZG01,6578,-,-,28/07/2017,28/07/2017,Contig,Massey University,SAMN06689740
Fusarium fujikuroi,5127,PRJEB14872,412609,Fungi,Ascomycetes,45.7654,47,GCA_900096645.1,-,FMJU01,86,16260,15920,03/10/2017,03/10/2017,Scaffold,Technische Universitat Munchen - WZW,SAMEA4440729
Rhodotorula toruloides,5286,PRJDB3691,313852,Fungi,Basidiomycetes,20.3214,61.6,GCA_001600215.1,-,BCJE01,38,-,-,01/03/2016,01/03/2016,Scaffold,"RIKEN Center for Life Science Technologies, Division of Genomic Technologies",SAMD00028412
Microbotryum lychnidis-dioicae,288795,PRJEB11006,328110,Fungi,Basidiomycetes,25.9208,-,GCA_900010715.1,-,CZCE01,5717,-,-,08/07/2016,08/07/2016,Scaffold,INRA-LIPM,SAMEA3575680
Rhizophagus irregularis,588596,PRJNA299208,299208,Fungi,Other Fungi,131.335,25.9,GCA_001593205.1,-,LLXJ01,14476,26526,26430,16/03/2016,08/12/2017,Scaffold,University of Ottawa,SAMN04195397
Microbotryum lychnidis-dioicae,288795,PRJEB11006,328110,Fungi,Basidiomycetes,26.2445,55.4,GCA_900011025.1,-,CZCP01,4724,-,-,08/07/2016,08/07/2016,Scaffold,INRA-LIPM,SAMEA3577684
Fusarium fujikuroi,5127,PRJEB14872,412609,Fungi,Ascomycetes,46.0636,46.9,GCA_900096685.1,-,FMSM01,182,16395,16054,03/10/2017,03/10/2017,Scaffold,Technische Universitat Munchen - WZW,SAMEA4440731
Dothistroma septosporum,64363,PRJNA381823,381823,Fungi,Ascomycetes,29.9096,53.2,GCA_002236685.1,-,NBZR01,143,-,-,28/07/2017,28/07/2017,Contig,Massey University,SAMN06689754
Microbotryum violaceum,5272,PRJEB12080,358699,Fungi,Basidiomycetes,31.8273,56.3,GCA_900015965.1,-,FBSB01,147,-,-,23/12/2016,23/12/2016,Contig,INRA-LIPM,SAMEA3706520
Puccinia triticina Race 77,1435980,PRJNA277090,277090,Fungi,Basidiomycetes,94.82,46.7,GCA_001707385.1,-,LADG01,50570,-,-,18/08/2016,18/08/2016,Contig,National Research Centre on Plant Biotechnology,SAMN03384298
Fusarium oxysporum f. sp. cubense race 4,1229665,PRJNA174275,174275,Fungi,Ascomycetes,52.9263,48.2,GCA_000350365.1,-,AMGQ01,840,14595,14459,02/04/2013,11/08/2014,Scaffold,BGI,SAMN02981461
Aspergillus flavus,5059,PRJNA402039,402039,Fungi,Ascomycetes,36.2883,46.8,GCA_002443195.1,-,NWUI01,98,-,-,04/10/2017,04/10/2017,Scaffold,USDA ARS,SAMN07657127
Komagataella pastoris,4922,PRJEB12220,311185,Fungi,Ascomycetes,9.47686,41.2,GCA_900016425.1,-,FBTV01,598,-,-,06/02/2016,06/02/2016,Contig,CEBITEC,SAMEA3719055
Saccharomyces kudriavzevii FM1077,1163644,PRJNA42347,42347,Fungi,Ascomycetes,10.2875,40.5,GCA_000256985.1,-,AJIA01,1803,-,-,23/03/2012,20/04/2012,Scaffold,University of Colorado Denver Health Sciences Center,SAMN00829191
Magnaporthe oryzae,318829,PRJNA245782,245782,Fungi,Ascomycetes,37.5933,51.7,GCA_000734215.1,-,JMJZ01,5947,-,-,28/07/2014,28/07/2014,Contig,Seoul National University,SAMN02739934
Cryptococcus neoformans var. grubii AD1-83a,1230065,PRJNA174548,174548,Fungi,Basidiomycetes,18.6369,48.2,GCA_002215765.1,-,AMLA01,498,6969,6969,07/07/2017,07/07/2017,Scaffold,Broad Institute,SAMN01162754
Saccharomyces cerevisiae YJM320,947042,PRJNA189854,189854,Fungi,Ascomycetes,13.4761,38.8648,GCA_000975885.2,chromosome I:CP004417.2; chromosome II:CP004621.2; chromosome III:CP006338.2; chromosome IV:CP004667.2; chromosome V:CP004761.2; chromosome VI:CP004897.2; chromosome VII:CP005201.2; chromosome VIII:CP006126.1; chromosome IX:CP004989.2; chromosome X:CP005121.2; chromosome XI:CP005298.2; chromosome XII:CP006442.1; chromosome XIII:CP005399.2; chromosome XIV:CP005501.2; chromosome XV:CP005595.2; chromosome XVI:CP006218.2; plasmid 2 micron:CP004507.1; mitochondrion MT:CP006481.1,-,18,8021,5387,23/02/2015,09/04/2015,Chromosome,Duke University,SAMN01923120
Candida albicans A84,1182539,PRJNA165037,165037,Fungi,Ascomycetes,14.6916,33.7,GCA_000447635.1,-,AVBA01,86,-,-,15/08/2013,04/08/2014,Scaffold,Broad Institute,SAMN00974112
Candida albicans Ca529L,1325634,PRJNA200311,200311,Fungi,Ascomycetes,14.6713,34,GCA_000691765.1,-,ASHC01,87,-,-,15/05/2014,15/05/2014,Scaffold,Broad Institute,SAMN02058435
Saccharomyces cerevisiae YJM326,468558,PRJNA189855,189855,Fungi,Ascomycetes,12.3508,38.4223,GCA_000975915.2,chromosome I:CP004418.2; chromosome II:CP004622.2; chromosome III:CP006339.2; chromosome IV:CP004668.2; chromosome V:CP004762.2; chromosome VI:CP004898.2; chromosome VII:CP005202.2; chromosome VIII:CP006127.2; chromosome IX:CP004990.2; chromosome X:CP005122.2; chromosome XI:CP005299.2; chromosome XII:CP006443.1; chromosome XIII:CP005400.2; chromosome XIV:CP005502.2; chromosome XV:CP005596.2; chromosome XVI:CP006219.2; plasmid 2 micron:CP004508.1; mitochondrion MT:CP006482.1,-,18,6656,5416,23/02/2015,09/04/2015,Chromosome,Duke University,SAMN01923121
Cryptococcus neoformans var. grubii AD2-60a,1230059,PRJNA174542,174542,Fungi,Basidiomycetes,18.6297,48,GCA_002215775.1,-,AMLG01,168,6862,6862,07/07/2017,07/07/2017,Scaffold,Broad Institute,SAMN01162748
Magnaporthe oryzae,318829,PRJNA245782,245782,Fungi,Ascomycetes,36.7163,51.6,GCA_000734235.1,-,JMJS01,7622,-,-,28/07/2014,28/07/2014,Contig,Seoul National University,SAMN02740630
Saccharomyces kudriavzevii FM1078,1163636,PRJNA42347,42347,Fungi,Ascomycetes,10.2117,40.3,GCA_000257005.1,-,AJIB01,1794,-,-,23/03/2012,20/04/2012,Scaffold,University of Colorado Denver Health Sciences Center,SAMN00829183
Komagataella pastoris,4922,PRJEB12220,311185,Fungi,Ascomycetes,9.3599,41.1,GCA_900016435.1,-,FBTA01,135,-,-,06/02/2016,06/02/2016,Contig,CEBITEC,SAMEA3719025
Aspergillus flavus,5059,PRJNA402039,402039,Fungi,Ascomycetes,36.663,47.8,GCA_002443215.1,-,NWUG01,108,-,-,04/10/2017,04/10/2017,Scaffold,USDA ARS,SAMN07657129
Fusarium oxysporum f. sp. medicaginis,396575,PRJNA294248,294248,Fungi,Ascomycetes,51.1399,48.2,GCA_001652425.1,-,LSNI01,4034,-,-,11/03/2016,27/05/2016,Scaffold,CSIRO,SAMN03951876
Puccinia triticina Race 77,1435980,PRJNA277090,277090,Fungi,Basidiomycetes,95.1221,46.7,GCA_001707415.1,-,LADH01,49924,-,-,18/08/2016,18/08/2016,Contig,National Research Centre on Plant Biotechnology,SAMN03384299
Dothistroma septosporum,64363,PRJNA381823,381823,Fungi,Ascomycetes,31.1026,53.1,GCA_002236725.1,-,NBZI01,605,-,-,28/07/2017,28/07/2017,Contig,Massey University,SAMN06689742
Fusarium fujikuroi,5127,PRJEB14872,412609,Fungi,Ascomycetes,46.1331,47,GCA_900096705.1,-,FMJT01,227,16413,16088,03/10/2017,03/10/2017,Scaffold,Technische Universitat Munchen - WZW,SAMEA4440730
Microbotryum lychnidis-dioicae,288795,PRJEB11006,328110,Fungi,Basidiomycetes,26.2757,55.4,GCA_900011195.1,-,CZCN01,4858,-,-,08/07/2016,08/07/2016,Scaffold,INRA-LIPM,SAMEA3578546
Microbotryum lychnidis-dioicae,288795,PRJEB11006,328110,Fungi,Basidiomycetes,26.1461,55.4,GCA_900011535.1,-,CZCJ01,4783,-,-,08/07/2016,08/07/2016,Scaffold,INRA-LIPM,SAMEA3578491
Dothistroma septosporum,64363,PRJNA381823,381823,Fungi,Ascomycetes,37.4145,51.8,GCA_002236745.1,-,NCLB01,658,-,-,28/07/2017,28/07/2017,Contig,Massey University,SAMN06689749
Puccinia triticina Race 77,1435980,PRJNA277090,277090,Fungi,Basidiomycetes,94.1528,46.7,GCA_001707655.1,-,LADC01,49952,-,-,18/08/2016,18/08/2016,Contig,National Research Centre on Plant Biotechnology,SAMN03384294
Fusarium oxysporum Fo5176,660025,PRJNA68027,68027,Fungi,Ascomycetes,54.7676,47.8,GCA_000222805.1,-,AFQF01,7858,17817,17817,05/08/2011,11/08/2014,Contig,CSIRO,SAMN02981338
Aspergillus flavus,5059,PRJNA402039,402039,Fungi,Ascomycetes,36.647,47.7,GCA_002456175.1,-,NWUH01,105,-,-,04/10/2017,04/10/2017,Scaffold,USDA ARS,SAMN07657128
Komagataella pastoris,4922,PRJEB12220,311185,Fungi,Ascomycetes,9.3588,41.1,GCA_900016445.1,-,FBTK01,165,-,-,06/02/2016,06/02/2016,Contig,CEBITEC,SAMEA3718946
Saccharomyces kudriavzevii FM1079,1163637,PRJNA42347,42347,Fungi,Ascomycetes,9.92267,40.9,GCA_000257025.1,-,AJIC01,1757,-,-,23/03/2012,20/04/2012,Scaffold,University of Colorado Denver Health Sciences Center,SAMN00829184
Magnaporthe oryzae,318829,PRJNA245782,245782,Fungi,Ascomycetes,36.8639,51.9,GCA_000734245.1,-,JMJP01,6159,-,-,28/07/2014,28/07/2014,Contig,Seoul National University,SAMN02740633
Cryptococcus neoformans var. grubii C23,1230055,PRJNA174538,174538,Fungi,Basidiomycetes,18.8856,48.2,GCA_002215825.1,-,AMLK01,107,6932,6932,07/07/2017,07/07/2017,Scaffold,Broad Institute,SAMN01162744
Saccharomyces cerevisiae YJM428,947044,PRJNA189856,189856,Fungi,Ascomycetes,12.2726,38.373,GCA_000975945.2,chromosome I:CP004419.2; chromosome II:CP004623.2; chromosome III:CP006340.2; chromosome IV:CP004669.1; chromosome V:CP004763.2; chromosome VI:CP004899.2; chromosome VII:CP005203.2; chromosome VIII:CP006128.2; chromosome IX:CP004991.2; chromosome X:CP005123.2; chromosome XI:CP005300.2; chromosome XII:CP006444.1; chromosome XIII:CP005401.2; chromosome XIV:CP005503.2; chromosome XV:CP005597.2; chromosome XVI:CP006220.2; plasmid 2 micron:CP004509.1; mitochondrion MT:CP006483.1,-,18,6532,5401,23/02/2015,09/04/2015,Chromosome,Duke University,SAMN01923122
